,job_title,company_name,location,summary,salary
947,"Director, Data Analytics",Molina Healthcare,"Long Beach, CA","Director, Data Analytics - (179275). Responsible for daily operations of Enrollment Accounting Data Analytics team. No....",Nothing_found
948,"State Director, California",Drug Policy Alliance,"Los Angeles, CA 90026","Title : State Director, California Type : Full-Time Supervisor : Senior Director, Resident States Location: Los Angeles, CA or Oakland, CA Last Day to...",Nothing_found
949,"VP, Organization & Talent Effectiveness",Disney Consumer Products and Interactive Media,"Glendale, CA","Talent Management, Learning & Development, Organization Development, Workforce Analytics and HRIS) and consults with business and HR leaders to assess, design,...",Nothing_found
950,"Director, Ecommerce",myDevices,"Burbank, CA",Experience using business analytics and web analytics to drive data-based decisions; Evaluate and act on analytics to understand user behavior across all...,Nothing_found
952,Director of Servicing Operations (Head of Office),Fair,"Santa Monica, CA","You will further develop strategic process improvements, assist in the oversight of reporting and analytics, and be a steward of the Fair culture....",Nothing_found
953,Director of eCommerce,The Giving Keys,"Los Angeles, CA 90013",Analytical with experience utilizing web analytics tools. The Giving Keys is a Pay It Forward company changing lives with inspirational jewelry through their...,Nothing_found
954,"Sr. Manager, Operations Strategy",Warner Bros. Entertainment Group,"Burbank, CA",Demonstrated understanding and use of advanced data visualization and analytics tools such as Tableau is a strong plus. What part will you play?...,Nothing_found
955,Director of Talent Management,National Immigration Law Center,"Los Angeles, CA",The DTM uses data and analytics to set priorities for improvements aligned with ongoing strategic imperatives....,Nothing_found
956,"Senior Regional Project Manager, North America PMO (Multiple Openings)",Johnson & Johnson Family of Companies,"Los Angeles, CA",Subject Matter Expert in project & program management for Lifecycle Management and Innovation projects â€¢ Work closely with the Business/Supply Chain leaders to...,Nothing_found
962,Market Director - West,Spredfast,"Los Angeles, CA",They enable us to deliver integrated solutions that tap the full range of their consulting and brand marketing experience as well as the capabilities of our...,Nothing_found
963,"Director, Innovation",Creative Alignments,"Los Angeles, CA","Work closely with Analytics & Insights, Sales, and Marketing to incorporate insights of existing and desired target consumers and markets;...",Nothing_found
964,Director of eCommerce,Kiln,"Los Angeles, CA","Analyze web analytics and programs and make recommendations for improvements. Los Angeles based apparel company, launching in early 2018, is seeking a full-time...",Nothing_found
965,Director of Data Science,Headfarmer,"Pasadena, CA",You will promote a data-driven culture and provide analytics leadership across the organization. Headfarmer â€“ Excellent in our field....,Nothing_found
966,Director of Research and Analytics,The Influential Network,"Beverly Hills, CA 90211","Highly proficient with Google Analytics, Facebook Ad Manager/Audience Insights/Analytics, Pixel Tracking, and other relevant ad platforms and analytics tools....",Nothing_found
967,Senior Manager - Direct Marketing Analytics and Data Science,Kaiser Permanente,"Burbank, CA","Design and execute analytics for studying business issues (market research, scenario planning, forecasting, market share, profitability, etc);...",Nothing_found
968,"Assistant Dean, Traditional Undergraduate Programs, Doheny Campus",Mount Saint Mary's University,"Los Angeles, CA","To address matters involving student academic standing in the traditional undergraduate and pre-A.D.N. programs, including the associate of arts students, on...",Nothing_found
969,"VP, Brand Partnerships",Warner Bros. Entertainment Group,"Burbank, CA","Apply consumer data and analytics, leveraging both Machinima and broader Warner Bros. What part will you play?...",Nothing_found
970,Community Director,WeWork,"Los Angeles, CA",Leverage current tools and analytics to identify and recommend opportunities to increase revenue & reduce OPEX. Goals & Objectives....,Nothing_found
971,VP of People,Tala,"Santa Monica, CA","Extensive experience building and scaling people analytics function. Oversee Talaâ€™s global talent acquisition, onboarding, talent operations, people analytics,...",Nothing_found
977,"Director, Marketing Operations",Magento,"Culver City, CA 90232","Marketing measurement, analysis and delivery, including global markets, if applicable and using data from marketing automation systems, sales for automation,...",Nothing_found
979,SEO Manager,TVG Network,"Los Angeles, CA 90045",Proficiency in web analytics software and keyword tools. Leverage customer insights and analytics to continually optimize campaigns....,Nothing_found
980,"VP, Analytics/Modeling",Blackwood Seven,"Los Angeles, CA","As VP, Analytics, you will be part of the management team and will lead our analytics and modeling efforts while leveraging our media analytics SaaS platform....",Nothing_found
981,Director of Ad Operations,Blavity,"Los Angeles, CA 90017","Adobe Media Optimizer, Google Analytics, Omniture). Working knowledge in web/media analytics platforms (e.g., DoubleClick for Advertisers,....",Nothing_found
982,"Director, Data Scientist",KPMG,"Los Angeles, CA 90071","KPMG is currently seeking a Director, to join our Data & Analytics Organization. Translate advanced business analytics problems into technical approaches that...",Nothing_found
983,Executive Director,CEDARS-SINAI,"Los Angeles, CA","Five years of experience in the application of improvement tools and data analysis, demonstrating success in completing increasingly complex projects and a...",Nothing_found
984,"Director, Technical Support Operations",Internet Brands,"Los Angeles, CA","Los Angeles based Internet Brands, Inc. is seeking to hire an experienced Director, Technical Support Operations to lead a very talented team of high...",Nothing_found
985,Associate Creative Asset Manager,Merkle Inc.,"Burbank, CA 91522","You will have the opportunity to be a part of an amazing team working closely with clients and internal teams such as Media Activation, Digital Analytics and...",Nothing_found
986,Creative Manager,Norchem,"Los Angeles, CA 90032","Expert in contemporary digital engagement programs, from interactive design to brand campaigns Expert proficiency in graphic design preferred An intimate...",Nothing_found
992,Associate Director of Business Analytics,UCLA HEALTH,"Westwood, CA","Reporting to the Senior Director of Enterprise Data and Business Analytics, the Associate Director of Business Analytics is a key leader and vital consultant...",Nothing_found
993,"Sr. Manager, Data Management & Analytics",True Religion Brand Jeans,"Manhattan Beach, CA","Someone with experience managing a staff of technical resources, especially data management and analytics professionals....",Nothing_found
994,"Director, Strategy",POSSIBLE,"Los Angeles, CA","Experience working with Creative, User Experience, Account and Analytics teams. Who we are:....",Nothing_found
995,"Director, Employee Engagement",Estee Lauder,"Culver City, CA 90232","Strength in analytics with the ability to measure training ROI and monitor impacts to attraction, retention, turnover and engagement metrics....",Nothing_found
996,Editorial Director,Beautycon Media,"Los Angeles, CA 90038","Understand how to analyze content analytics in order to best inform editorial calendar. Use data, analytics and media insight to set the editorial direction of...",Nothing_found
997,"Director, D&I Talent Development Programs",The Walt Disney Company (Corporate),"Burbank, CA",Ensures business segments have access to the right analytics and insights at the right time. Study talent management system(s) to identify opportunities for...,Nothing_found
998,"Sr. Director, Client Services - West",Amobee,"Santa Monica, CA",Partner closely with analytics team to garner and deliver insights to customers that help them achieve their underlying business objectives....,Nothing_found
999,"Associate Director, Analytics",Mullen,"Los Angeles, CA",We are seeking an Associate Director of Analytics to join our Los Angeles or San Francisco Analytics team....,Nothing_found
1000,"Vice President, Brand and Performance Marketing",Warner Bros. Entertainment Group,"Burbank, CA","We are looking for a passionate, highly dynamic VP of Brand and Performance Marketing with a proven track record of success and achievement in franchise...",Nothing_found
1001,Director of Production,The Salvation Army Western USA,"Santa Monica, CA","Production Manager The Salvation Army Santa Monica Adult Rehabilitation Center POSITION AVAILABILITY ANNOUNCEMENT DATE OF ANNOUNCEMENT January 15, 2018...",Nothing_found
1007,"Region Business Manager, I&I",Celgene Corporation,"Los Angeles, CA 90025",Other Locations: US- CA- Los Angeles Description Celgene is a global biopharmaceutical company leading the way in medical innovation to help patients live...,Nothing_found
1009,"Director, Product - Editorial",Taboola,"Los Angeles, CA","We are looking for a Director of Product to lead our Editorial product known as Taboola Newsroom. You will conceptualize, plan, and drive the execution of...",Nothing_found
1010,Consulting - Manager - Healthcare Revenue Cycle Ad,RSM US LLP,"Los Angeles, CA 90071","Manage and execute project work plans, including qualitative and quantitative tasks and analytics, to provide high quality client service delivery....",Nothing_found
1012,Director of E,Tadashi Shoji & Associates,"Commerce, CA","TADASHI SHOJI, an LA-based fashion house, is seeking a qualified Director of E-Commerce who under the direction of General Manager will lead and manage all...",Nothing_found
1013,UBD Operations Senior Business Partner,NBCUniversal,"Universal City, CA","Contribute to best practices across the primary UBD business functions (i.e., Finance, BI & Analytics, Sales, PD, Creative, Legal) and contribute to delivery of...",Nothing_found
1014,"Manager, Data Analytics & Architecture",Warner Bros. Entertainment Group,"Burbank, CA","Do you love analytics and data? The Manager, Data Analytics and Architecture will engage in a number of different types of data and analytics projects including...",Nothing_found
1015,Director Special Investigations Unit (SIU),L.A. Care Health Plan,"Los Angeles, CA 90017",DUTIES The Special Investigations Unit (SIU) director position is a leader within the Payment Integrity organization focused on building a proactive SIU team....,Nothing_found
1016,Digital Director,Power106,"Burbank, CA","Understands social networks and marketing, messaging to consumers on multiple platforms in context, media consumption habits of consumers, SEO/SEM, consumer...",Nothing_found
1022,"Director, Financial Planning and Analysis",Munchkin Inc,"Los Angeles, CA","The Director will also conduct financial reporting and analysis to assess and identify the risks and opportunities, and develop analytics that measures key...",Nothing_found
1023,"Cadreon - Vice President, Programmatic Strategy",IPG Mediabrands.,"Los Angeles, CA","Effectively foster, in tandem with the Data and Analytics lead, and guide client on their data and DMP strategy to ensure thorough integration into all...",Nothing_found
1024,Digital Marketing Director (Remote),Roger CPA Review,"Los Angeles, CA","Strong marketing technology experience including reporting and analytics tools such as Google Analytics, Adobe Analytics, Tableau and Optimizely....",Nothing_found
1025,"VP, Ecommerce",TOMS Shoes,"Los Angeles, CA 90066",Lead analytics team to understand user behavior across all digital channels to help improve site engagement and increase conversion of key metrics....,Nothing_found
1026,Director of Education,Kaiser Permanente,"Los Angeles, CA",Responsible for the delivery and management of consulting services in areas of key organizational importance. Supports leadership in the definition and...,Nothing_found
1027,Senior Manager- Digital and Search Analytics and Data Science,Kaiser Permanente,"Burbank, CA","Track record of Paid Search Analytics. Design and execute analytics for studying business issues (market research, scenario planning, forecasting, market share,...",Nothing_found
1028,"(Portal) DIRECTOR, SHORT-FORM ORIGINAL VIDEO",Viacom,"Burbank, CA",Overview and Responsibilities Nickelodeon is seeking a Director of Short-Form Original Video for the Burbank or NYC office. The Director will oversee...,Nothing_found
1029,"Regional Director, Market Access - West",Circassia,"Los Angeles, CA","Develop contract business case, appropriate analytics, and lead the review with other Circassia leaders. Must be a strategic thinker, have ability to drive...",Nothing_found
1030,"Director, Marketing Analytics",Kelton Global LLC,"Los Angeles, CA",We are seeking a strategic analytics expert to join our leadership team to help develop and launch our Marketing Analytics offering....,Nothing_found
1031,"Initiative - Group Director, Strategy",IPG Mediabrands.,"Los Angeles, CA","Partner with Analytics Strategy team to develop POVs on research, understanding & measurement solutions, inputting into the development of cutting edge...",Nothing_found
1038,"Director, Research",MarketCast,"Los Angeles, CA 90036","In August 2017, MarketCast acquired Fizziology LLC , a leading social insights and analytics company in the media and entertainment space....",Nothing_found
1039,Marketing Director - Digital Services,Native Instruments,"Los Angeles, CA 90028","Proficiency in basic HTML, SEO, MailChimp, SendGrid, Google Analytics, Heap Analytics. Attention to detail and confidence with analytics and numbers....",Nothing_found
1040,"Senior Director, Media Services",Merkle Inc.,"Burbank, CA 91522","The individual will collaborate closely with leadership on the client management, media platforms and analytics teams. Senior Director, Media Services....",Nothing_found
1041,"VP, Financial Planning & Analysis",Inspire,"Santa Monica, CA","Experience with financial aspects of direct to consumer models including segmentation & targeting, acquisition & retention (LTV), pricing & revenue (RPU) and...",Nothing_found
1042,Client Services Associate,Brighter,"Santa Monica, CA",Aptitude for problem solving with strong analytics skills. Weâ€™re looking for a talented customer service and account management professional to come join our...,Nothing_found
1043,Director of Digital Marketing,Fender,"Los Angeles, CA","Guide and Leverage the Fender Play dashboard to inform the on-going evolution of all marketing efforts across the funnel to reach key segments, penetrate/test...",Nothing_found
1044,"Vice President, Sports Product",Twentieth Century Fox,"Los Angeles, CA","Manage the complete product life cycle from strategic planning, innovation, to tactical implementation, using analytics to inform project priorities....",Nothing_found
1045,"Director, Financial Aid and Scholarships (JID 7282)",CSU Northridge,"Los Angeles, CA","Job Description Director, Financial Aid and Scholarships (JID 7282) Financial Aid Administration Administrator III About the Department The Financial Aid...",Nothing_found
1046,Program Director,"FirstSteps for Kids, Inc","Los Angeles, CA 90034","FIRSTSTEPS FOR KIDS, INC. Do you want to join a team that provides you with the opportunity to learn, grow, and work with the most organized and...",Nothing_found
1063,"Senior Director, Data Science",Beachbody,"Santa Monica, CA 90404","Beachbody, the leader of in-home fitness programs and nutritional products, is on the lookout for top-notch talent. Weâ€™re an equal-opportunity employer who...",Nothing_found
1068,VP Marketing,Shield Healthcare,"Valencia, CA 91355","Manage statistics, analytics, innovation and process improvement initiatives to impact success. Shield Healthcare has been a leader in medical supplies since...",Nothing_found
1090,Consumer Insights Director,Monrovia Nursery,"Azusa, CA 91702","Experience with Tableau, Google Analytics, and social listening tools (e.g., Spredfast, Tubular). Monrovia is seeking a Consumer Insights Director who will...",Nothing_found
1104,Director of Financial Operations,"Cast & Crew Entertainment Services, LLC","Burbank, CA",Strategic thinker able to drill down to the analytics with a detail-oriented focus on individual tasks and assignments....,Nothing_found
1116,Project Mgr,Disney Parks & Resorts,"Glendale, CA",Experienced in multiple full lifecycle software deliveries from business development to final software acceptance Led teams with multiple discipline represented...,Nothing_found
1118,"Senior Director, Product Management",OpenText,"Pasadena, CA","As a Senior Director, PM, in the Security Business Unit, you will join a dynamic and fast-paced team and work cross-functionally to design, build and launch the...",Nothing_found
1120,Senior Content Strategist -Director of Content Strategy -West Coast,Citizen Relations,"Los Angeles, CA","Strong experience and sound understanding of the unique functionality across social platforms, analytics tools, digital and paid media landscape....",Nothing_found
1129,Laboratory Director,"Eurofins Eaton Analytical, Inc.","Monrovia, CA","Eurofins is the world leader in the food, bio/pharmaceutical product testing. It is also number one in the field of environmental laboratory services and one...",Nothing_found
1130,"Manager, Health Data Analytics",L.A. Care Health Plan,"Los Angeles, CA 90017",This position has administrative and decision-making responsibilities for the Health Data Analytics team. The Manager of Health Data Analytics reports to the...,Nothing_found
1133,E-Commerce Director,Quantum Mechanix,"Chatsworth, CA","Experience with Google Analytics, Adwords, Webmasters, Merchant Account, HootSuite, MailChimp. Strong knowledge in SEO, keyword research, competitor analysis,...",Nothing_found
1142,Compliance Risk Anti-Money Laundering Sr. Manager/Director-BRS,Grant Thornton,"Los Angeles, CA 90017","Business Risk Services (BRS) practice includes Risk Advisory Services, Forensic Advisory Services and Data Analytics. Compliance Risk Anti-Money Laundering Sr....",Nothing_found
1160,"VP, Strategic Clients, Payer (West)",Change Healthcare,"Los Angeles, CA","We provide software and analytics, network solutions and technology-enabled services that help our customers obtain actionable insights, exchange mission...",Nothing_found
1161,"UM - Vice President, Partner, Portfolio Management",IPG Mediabrands.,"Los Angeles, CA","Strategy, Investment, Analytics and Creative Agencies. UM is looking for a dynamic, strategic thinker who is looking to grow with us....",Nothing_found
1162,Associate Director of Operations â€“ Americas,KORNFERRY,"Los Angeles, CA",Provide financial and operational analytics leveraging systems and manual data collection. Korn Ferry (KF) is the preeminent global people and organizational...,Nothing_found
1163,Director of Research & Evaluation,Age of Learning,"Glendale, CA 91203","Collaborate with a cross-functional team, including business intelligence/data analytics experts, product usability researchers, user experience designers,...",Nothing_found
1165,"Assistant Director, Institutional Compliance",USC,"Los Angeles, CA","USCâ€™s Office of Compliance is seeking an Assistant Director, Institutional Compliance to assist in the implementation of a comprehensive compliance program for...",Nothing_found
1166,Director of Consulting and Technology Services,TaskUs,"Los Angeles, CA","Strong technical expertise in relevant areas including data management and analytics. Significant technical project/program management experience, particularly...",Nothing_found
1172,Director of Paid Social,The Influential Network,"Beverly Hills, CA 90211","Expert in Facebook Ads Manager, Audience Insights, Google Analytics, Twitter Analytics, Snapchat Analytics, YouTube Ads Platform....",Nothing_found
1173,Director/Senior Director of Product,Tillster,"Los Angeles, CA","Collaborate with sales/business development, account management, marketing, data analytics, customer success, technology, and other teams to determine...",Nothing_found
1174,"Contract Director, Surgery",Johnson & Johnson Family of Companies,"Los Angeles, CA",With market knowledge and analytics are required. The Strategic Customer Group (SCG) within Johnson &....,Nothing_found
1175,Associate Southern California Director,Conservation Lands Foundation,"Los Angeles, CA","The Conservation Lands Foundation (CLF) is a national non-profit organization headquartered in Durango, Colorado with offices in San Francisco, Albuquerque,...",Nothing_found
1176,"Director, Customer + Digital Analytics",sweetgreen,"Los Angeles, CA","8+ years experience with digital analytics and testing tools (Google Analytics, Optimizely). Demonstrated proficiency and use of analytics languages (R, Python,...",Nothing_found
1177,VP of Marketing,Heavy Hitters,"Los Angeles, CA",Develop marketing and analytics reporting practices to assess product launch success and performance. About the Vice President (VP) of Marketing position....,Nothing_found
1178,"Director, TWDC Intellectual Property Protection",The Walt Disney Company (Corporate),"Burbank, CA","10 years experience in information management, information security, business process analytics. Creation of high quality executive reporting (metrics &...",Nothing_found
1180,Assistant Director of Provider Contracting (Sr Specialist),Cigna,"Glendale, CA 91203",Supports and provides direction to develop network analytics required for the network solution. This position serves as an integral member of the Provider...,Nothing_found
1181,VP of Business Development,gateB,"Los Angeles, CA",Sales and business development experience working around analytics and marketing in large national or international companies. VP BUSINESS DEVELOPMENT....,Nothing_found
1187,Public Relations and Social Media Specialist - Marketing - Full Time/Days,Antelope Valley Hospital,"Lancaster, CA","Review data and analytics to see how they can improve the hospitalâ€™s social shareability. Under the direction of the Director of Marketing and Public Relations,...",Nothing_found
1191,Director of Revenue and Growth,Spokeo,"Pasadena, CA","Experience with analytics and marketing tools such as Google Analytics, Google Tag Manager, Kenshoo/Marin/Doubleclick, and Chartio/Tableau....",Nothing_found
1192,VP of Engineering,Reaction Commerce,"Los Angeles, CA","Possess a deep understanding of ecommerce operations, including site experience, merchandising, content, digital marketing and analytics, client engagement,...",Nothing_found
1193,"Sr. Director, Customer Success","Bluebeam, Inc.","Pasadena, CA","Able to develop and execute the concept of â€œcustomer success at scaleâ€ù and turn it into a results-delivering service program using analytics, inspiring...",Nothing_found
1194,"Associate Director, Corporate Development & Strategy",j2 Global,"Los Angeles, CA","Analytics, creativity, and ambition are right up your alley. You are a smart, high energy, and eager to learn professional with an entrepreneurial mindset....",Nothing_found
1195,"Executive Director, Finance - Studio Operations",Paramount Pictures,"Hollywood, CA",Works cross-functionally with various business partners to determine and further develop their analytics needs....,Nothing_found
1200,Vice President of Sales,C-4 Analytics,United States,Vice President of Sales - Automotive*. The C-4 Analytics Team. The Vice President of Sales is also a skilled presenter to small and large groups both online and...,Nothing_found
1201,"Vice President, Integrated Media","Ocean Media, LLC","Huntington Beach, CA 92647","The Vice President, Integrated Media role will cultivate client and media relationships at senior levels. The Vice President, Integrated Media is responsible...",Nothing_found
1202,VP of Finance,Joybird,"Commerce, CA",Provider of financial analytic support for investor relations activities. Joybird is currently seeking a VP of Finance....,Nothing_found
1206,"Vice President, Applied Analytics",NBCUniversal,"Universal City, CA","The Vice President, Applied Analytics, will be responsible for leading and developing the Los Angeles-based Applied Analytics team within the Enterprise...",Nothing_found
1211,"Vice President, Sports Product",Twentieth Century Fox,"Los Angeles, CA","FOX Sports is looking for outstanding talent to fill a Vice President, Product role within the FOX Digital Consumer Group in Los Angeles, CA....",Nothing_found
1212,"Manager, Cinema Partnerships",Studio Entertainment,"Burbank, CA",Work closely with data and analytics team to conduct analysis on a regular basis to measure marketing efforts....,Nothing_found
1214,"Vice President, Demand Generation","Alteryx, Inc.","Irvine, CA 92612","Vice President, Demand Generation. Won the top Gartner customer award for the best BI and Analytics platform and Orange County Best Places to work....",Nothing_found
1218,Strategy Healthcare Consulting,Kaufman Hall,"El Segundo, CA 90245","Senior Associate, 4-6 years, Assistant Vice President, 7-9 years). Assistant Vice Presidents will also have responsiblility for mentoring and training of more...",Nothing_found
1219,"Vice President, Engineering",FastPay,"Los Angeles, CA 90048","Leveraging proprietary technology and analytics, we offer solutions that address inefficient payment processes and long payment terms. Who are we?...",Nothing_found
1220,"Vice President, Microsoft Consulting",SADA Systems Inc.,"Los Angeles, CA","The Vice President of Microsoft Consulting is responsible for accelerating our growing Microsoft professional services team, including implementation resources,...",Nothing_found
1221,"Reprise - Vice President, Account Management",IPG Mediabrands.,"Los Angeles, CA","The importance of our Vice President, Group Director role cannot be overstated. Strong knowledge/background of Google AdWords, Bing Ads and other web analytics...",Nothing_found
1222,VP â€“ Digital Channels (Information Technology),Logix,"Burbank, CA","Evaluates channel effectiveness through analytics and KPIs. Oversees digital UX/UI design, digital operations, full cycle digital and mobile SDLC, and digital...",Nothing_found
1224,VP of Engineering - Tech Start Up,Next Trucking,"Los Angeles, CA",Establish and monitor an app and web analytics regime that measures site traffic and application usage relative to business goals....,Nothing_found
1225,"Vice President, Finance",Twentieth Century Fox,"Los Angeles, CA","The Vice President, Finance true[X] serves as a finance leader and business partner for true[X]. This position reports directly to the FNG Senior Vice President...",Nothing_found
1226,"Vice President, Acquisition Integration (171220)",Acuity Eye Group,"Pasadena, CA","Understand key metrics, budgeting, revenue drivers, income statements, balance sheets, and ROI expense analytics....",Nothing_found
1235,"Vice President, Finance",Nexon America,"El Segundo, CA","Vice President, Finance. High attention to detail, organizational, analytic and problem-solving skills. Reporting to the Global Nexon CFO, the Vice President,...",Nothing_found
1236,"VP, Organization & Talent Effectiveness",Disney Consumer Products and Interactive Media,"Glendale, CA","The Vice President, Organizational and Talent Effectiveness is a strategic partner to DCPIâ€™s business leaders and HR Business Partners, responsible for...",Nothing_found
1237,"VP, Ecommerce",TOMS Shoes,"Los Angeles, CA 90066","The Vice President, Ecommerce will contribute to TOMS success by serving as a key business partner to the Chief Merchandising Officer/GM of Americas,...",Nothing_found
1238,Head of Acquisition Marketing,Tradesy,"Santa Monica, CA 90401","Tradesy is seeking an exceptionally talented Vice President of Acquisition Marketing to lead acquisition marketing, and manage and execute programs across paid,...",Nothing_found
1239,AVP Creative Direction,AT&T,"El Segundo, CA 90245",Report to the Vice President of Digital Strategy who is a direct report to an. In analyzing business intelligence and analytics....,Nothing_found
1240,"Credit Executive - Project Finance/Energy, Vice President",MUFG,"Los Angeles, CA","This position is focused on analytics and reporting. Reporting to the Credit Risk Manager, the Credit Executive will conduct credit analysis of project finances...",Nothing_found
1247,VP of Marketing,Heavy Hitters,"Los Angeles, CA",Vice President (VP) of Marketing responsibilities:. About the Vice President (VP) of Marketing position....,Nothing_found
1248,Business Analyst,CORRA,"Los Angeles, CA","As a Business Analyst, you will be a key member of the Delivery team and report to the Director of Solutions Strategy and Vice President of Delivery....",Nothing_found
1249,"Vice President & Actuary, L&R Head of Model Development",AIG,"Woodland Hills, CA",Work closely with Investment Analytics and Model Risk Management functions to ensure enterprise-wide consistency in asset modeling....,Nothing_found
1250,"Vice President, Digital",Topson Downs | Apparel Design and Manufacturing,"Culver City, CA","Use data analytics to track performance to goals and. The successful candidate will be highly entrepreneurial, thrive on collaboration, and possess a holistic...",Nothing_found
1251,"Associate Vice President, Infrastructure & Production Services / (3143)",California State University,"Dominguez, CA",The Vice President / CIO provides overall management of the Division of IT. Under the administrative direction of the Vice President / Chief Information Officer...,Nothing_found
1252,"Vice President, Health Care System and Clinical Pharmacy Services",Kaiser Permanente,"Downey, CA",Assists the Vice President of National Pharmacy in the development and execution of national strategies for the delivery of Clinical and Inpatient Pharmacy...,Nothing_found
1253,VP Compliance,SCAN Health Plan,"Long Beach, CA 90806","As the Vice President of Compliance, Compliance Officer is accountable for developing and maintaining an effective Compliance Program....",Nothing_found
1254,V.P. of Marketing,Coaster Company of America,"Santa Fe Springs, CA",#NAME?,Nothing_found
1255,"Sr. Director, Business Analytics & Research",NBCUniversal,"Universal City, CA","Director, Business Analytics & Research will work closely with the Vice President and all other areas of the Creative Content Protection group, including...",Nothing_found
1256,Real Estate Relationship Manager â€“ Vice President (Affordable Housing),Union Bank,"Los Angeles, CA",Strong sales and real estate analytic skills with knowledge of all major real estate product types. Discover your opportunity with Union BankÂ® and become a part...,Nothing_found
1263,Vice President of Marketing,American Botanical Pharmacy,"Marina del Rey, CA 90292","Excellent quantitative and analytical skills including application of analytics to marketing. Dually reporting to the CEO and the Chief Strategy Officer, the VP...",Nothing_found
1264,VP of Software Engineering,TVG Network Betfair US,"Los Angeles, CA","Possess a deep understanding of ecommerce operations, including site experience, merchandising, content, digital marketing and analytics, client engagement,...",Nothing_found
1265,"Vice President, DFIR","Stroz Friedberg, an Aon company","Los Angeles, CA","As a Vice President, you will manage local and regional teams of experts in running high-stakes, high-profile DFIR investigations for our clients....",Nothing_found
1266,Billing Systems Lead - Transaction Banking / VP,PurePoint Financial,"Monterey Park, CA","Senior Technology Lead - Transaction Banking Billing & Analytics, Vice President. Discover your opportunity with Mitsubishi UFJ Financial Group (MUFG), the 5th...",Nothing_found
1267,Customer Service Advocate/Office of the President,"Carrington Mortgage Holdings, LLC","Anaheim, CA","Our Mortgage Servicing platform has continued to grow by focusing resources on excellent execution of our key competencies, including customer service,...",Nothing_found
1269,Vice President of Revenue and Growth,Spokeo,"Pasadena, CA","Spokeo is seeking a Vice President of Revenue & Growth to join us in Pasadena, CA. Experience with analytics and marketing tools such as Google Analytics,...",Nothing_found
1270,Vice President of Marketing,Fender,"Los Angeles, CA","We are currently searching for a talented Vice President of Marketing to join our global marketing team, based in Los Angeles, CA....",Nothing_found
1271,"Contract Director, Surgery",Johnson & Johnson Family of Companies,"Los Angeles, CA",With market knowledge and analytics are required. DSA/MSA and SCG Area Vice Presidents (AVPs) in developing account....,Nothing_found
1278,"Associate Director, Corporate Development & Strategy",j2 Global,"Los Angeles, CA","Associate Director, Corporate Development (M&A) reports to the Vice President, Corporate Development, j2 GlobalÂ® and works closely with the Presidents & Vice...",Nothing_found
1280,Regional Field Sales Manager - Buena Park/ Santa Ana/ Ontario,La Quinta Inns & Suites,"Los Angeles, CA","Analytic ability and inductive thinking are required for the application of multiple, technical activities. The position reports to a Director of Field Sales...",Nothing_found
1281,"Manager, Strategy & Consulting",Enstoa,"Los Angeles, CA","Experience in schedule compression and integration, schedule analytics, quantitative risk analysis, risk and variability assessments, and benchmarking tools and...",Nothing_found
1282,Account Director,Myriad Destination Marketing,"Los Angeles, CA","Group Account Director or Vice President. Integrate the efforts of all internal agency departments (channel planning, consumer insights, media, creative,...",Nothing_found
1283,Account Director - Consumer Lifestyle,MWW Group,"Los Angeles, CA","Associates become Vice Presidents. With dedicated insights, strategy, data and analytics, social media, creative and technology teams, MWWPR ensures that...",Nothing_found
1284,Director of Annual Giving Programs,California Institute of Technology,"Pasadena, CA 91125",Provide the structure and facilitate the Trustee Annual Fund in collaboration with the Vice President for Development and Institute Relations....,Nothing_found
1285,"Vice President, Talent Acquisition",The Wonderful Company LLC,"Los Angeles, CA 90064",The Vice President of Talent Acquisition will have the responsibility of designing and executing the recruitment strategy for The Wonderful Company....,Nothing_found
1286,Revenue and Reporting Manager,Decron Properties,"Los Angeles, CA","Regular communication with Vice Presidents, Asset Managers, Directors, Regional Managers, and Community Managers regarding pricing changes, renewal rates or...",Nothing_found
1292,Senior Lead Project Manager (Black Belt) - Quality Department Per Diem,"Martin Luther King, Jr. Community Hospital","Los Angeles, CA","Employs Lean Six Sigma methodology and analytics to re-engineer organizational processes and performance. Under the direction of the Vice President, the Senior...",Nothing_found
1293,"Associate Director, Corporate Development (Mergers & Acquisitions)",j2 Cloud Services,"Hollywood, CA","Associate Director, Corporate Development (M&A) reports to the Vice President, Corporate Development, j2 GlobalÂ® and works closely with the Presidents & Vice...",Nothing_found
1294,Sr M&A and Strategy Manager (MPP2),Edison International,"Rosemead, CA","Reporting to the Vice president of M&A and Strategic Planning at EIX, the Sr. Within these roles, some of the key functions we play include leading the...",Nothing_found
1295,Market Research Senior Manager,Capital Group,"Los Angeles, CA 90071","This position will report to the Vice President, Customer Research & Insights who is also based in Los Angeles, and will work closely with multidisciplinary...",Nothing_found
1296,"Manager, Digital Marketing",NBCUniversal,"Universal City, CA",Assist Director and Vice President in setting global digital media learning agenda. Provide analytics for regular performance reports based on KPIs and success...,Nothing_found
1297,Director of User Acquisition,Grindr,"Los Angeles, CA 90046","Partner with Vice President, Marketing, Director of Growth, and Paid Media Manager to source negotiate and develop innovative solutions for acquisition....",Nothing_found
1298,"Treasury Market Risk Analyst, Vice President",MUFG,"Los Angeles, CA",Review risk analytics and modeling assumptions generated by the Corporate Treasury's Quantitative Research Department....,Nothing_found
