,job_title,company_name,location,summary,salary
1,Senior Data Scientist,Restoration Media,"Irvine, CA 92614",The Senior Data Scientist will leverage the businessâ€™s data to enhance business stakeholders capabilities for overall goal achievement....,Nothing_found
2,Envionmental Scientist II,CWE,"Fullerton, CA 92831","Data management and analysis (compilation, manipulation, and evaluation of data). Perform regulatory and water quality data analyses....",Nothing_found
3,Director of Data & Analytics,Joybird,"Commerce, CA",3+ years experience in an analytical role or as a Data Analyst or Data Scientist. The Joybird data & analytics team enables tactical and strategic business...,Nothing_found
4,"Associate, Data Scientist/Statistics - Financial Services",KPMG,"Los Angeles, CA 90071","Machine learning, data visualization, statistical modeling, data mining, or information retrieval. A minimum of one year of professional experience working as a...",Nothing_found
5,Artificial Intelligence & Data Scientist,Twentieth Century Fox,"Los Angeles, CA","1-3+ years of experience as data scientist. Experience in data ingestion, data cleaning, prototyping, bringing prototypes to production, product design, setting...",Nothing_found
6,Data Scientist / Data Analyst,Hyperloop One,"Los Angeles, CA","The Data Scientist / Data Analyst will be part of Machine Intelligence & Analytics Group, within the Software Engineering Division....",Nothing_found
7,"Research Scientist, Machine Learning / Artificial Intelligence",Disney Parks & Resorts,"Glendale, CA",Duties of a Research Scientist include:. Research Scientists work on and contribute to research projects relevant to Disney Research and the company....,Nothing_found
8,Data Scientist - Tech Start Up,Next Trucking,"Los Angeles, CA",We are looking for a motivated Data Scientist to help make a significant impact on the growth and future of the Next Trucking product....,Nothing_found
9,Data Scientist â€“ Machine Learning,Internet Brands,"Los Angeles, CA","Is currently seeking a Data Scientist - Machine Learning, who will help us discover the information hidden in vast amounts of data, and help us make smarter...",Nothing_found
10,Associate Machine Learning Engineer,eharmony,"Los Angeles, CA",Create data pipelines to establish datasets for training machine learning models. Degree(s) encompassing significant exposure to computer science and machine...,Nothing_found
11,Summer Internship - Data Science,Tala,"Santa Monica, CA","We are looking for someone to add diversity of thought to our current ensemble of data scientists. We leverage a unique, diverse, and deep data set....",Nothing_found
12,Data Analyst (Statistical Analysis),TekVizor,"Los Angeles, CA","Data Mining, loading data, joining tables, select statements, etc... As a member of the Data team, you will be tasked with weaving structured and unstructured...",Nothing_found
13,"Associate, Data Scientist",KPMG,"Los Angeles, CA 90071","Retrieve, process and prepare a rich data variety of data sources such as social media, news, internal/external documents, emails, financial data, and...",Nothing_found
14,Senior Data Scientist,LT,"Los Angeles, CA",The ideal candidate for this Senior Data Scientist position will have 5 years of experience working as a Data Scientist in an engineering company....,"$150,000 - $190,000 a year"
15,Principal Data Scientist,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Nothing_found
18,"Intern â€“ Data Scientist, Data Analytics & Insights",NBCUniversal,"Universal City, CA",Proven track record of leveraging data science and big data to drive significant business impact. Integrate multiple data sources and define key business...,Nothing_found
19,Data & Research Analyst,Occidental College,"Los Angeles, CA 90041","A minimum 2-4 years of experience in a similar role or managing data analytics, data insights, assessment and evaluation....",Nothing_found
20,Fraud Data Scientist,Stamps.com,"El Segundo, CA 90245","Analyze large data sets to identify behavior trends among good users and bad actors, using pattern recognition techniques that include statistics, data mining,...",Nothing_found
21,Principal Data Scientist - Norton Engineering,Symantec,"Culver City, CA","Minimum of 5 years of experience in various statistical and machine learning models, data mining, unstructured data analytics in corporate or academic research...",Nothing_found
22,Sr. Data Scientist,true[X],"Los Angeles, CA","Every data scientist wants to get his/her hands on large and interesting data sets, and we can deliver that and more....",Nothing_found
23,"Senior Data Analyst, Operations Analytics",The Black Tux,"Santa Monica, CA",Collaborate with data scientists to help build advanced analytical models. Collaborate with data engineering team to help define business metrics and to close...,Nothing_found
24,Data Analyst - Tableau,"TrueCar, Inc.","Santa Monica, CA",This team member will create transparency for our internal and external data products through data visualization along with analyzing our automotive data lake...,Nothing_found
25,Staff Research Scientist,California Institute of Technology,"Pasadena, CA 91125","Staff Research Scientist. Analyze results and prepare data for presentation and/or publication. Demonstrated attention to detail and organized, accurate record...",Nothing_found
26,Postdoctoral Researcher,UCLA (Cedars-Sinai Medical Center),"Los Angeles, CA","However, abundant opportunities exist for collaborations with other scientists focused on other disease sites....",Nothing_found
27,Researcher,Riot Games,"Los Angeles, CA","As a Researcher, youâ€™ll join the Insights discipline â€“ the group of researchers, analysts, data scientists, and strategists responsible for solving problems and...",Nothing_found
33,Machine Learning Research Scientist,nuTonomy,"Santa Monica, CA","Practical experience in data science, statistics, and analysis of large data sets. Experience using data modeling tools....",Nothing_found
34,Analyst,Riot Games,"Los Angeles, CA","As an Analyst , youâ€™ll join the Insights discipline â€“ the group of researchers, analysts, data scientists and strategists responsible for solving problems and...",Nothing_found
35,Data Scientist / Predictive Analyst,Farmers Insurance Group,"Woodland Hills, CA",This position is a true Data Scientist role. 3 years post degree working experience and pervious job title/description should be data scientist which includes...,Nothing_found
36,Forensic Scientist,Quest Diagnostics,"Los Angeles, CA","Of equipment utilized in area of responsibility, capable of programming sequence table for sample analysis, capable of basic data review....",Nothing_found
37,Statistician I,USC,"Los Angeles, CA","This position will perform data collection, data management, and conduct statistical analyses responding to data requests from the Office of the Provost, and...",Nothing_found
38,Lead or Principal Data Scientist,NBCUniversal,"Beverly Hills, CA","Utilize a variety of rich data sources such as transactional, web data, social data, emails, and streaming data....",Nothing_found
39,Quantitative Analyst II,Bank of Hope,"Los Angeles, CA","Data transformation (if needed) and interactive variables. An ability to analyze and interpret large data sets, identify insights, and synthesize how these...",Nothing_found
40,Senior Data Scientist,Honey,"Los Angeles, CA",Helping mentor more junior data scientists on the team. We are looking for data scientists who love distributed systems and are motivated by the challenge of...,Nothing_found
41,Data Entry & Analysis Clerk (entry level),"Motion Picture Compliance Solutions, Inc.","Sylmar, CA 91342","Strong computer skills in the areas data entry and analysis, with attention to detail and accuracy. We are looking for an entry-level Data Entry & Analysis...",Nothing_found
42,Equity Research Analyst,The Beachwood Group,"Los Angeles, CA",Responsibilities The Analyst will work on: â€¢ Modeling financial statements and conducting fundamental research â€¢ Writing actionable research reports on...,Nothing_found
48,Research Scientist,SDL,"Los Angeles, CA 90045","Hands-on experience with large-scale data processing. As a Research Scientist, you will assist in shaping the....",Nothing_found
49,Senior Data Scientist,Veear Projects,"Los Angeles, CA",A history of working with medical claims data. The ideal candidate will be a self-starter who is comfortable making appropriate modeling decisions in line with...,Nothing_found
50,Data Science - Marketplace Optimization & Forecast,Honk,"Los Angeles, CA 90064",A proven Data Scientist or Engineer with hands on practical experience; We are looking for a Data Scientist with an insatiable curiosity for the evolving way...,Nothing_found
51,Machine Learning Engineer,Oben,"Pasadena, CA","As a member of the machine language translation team, you utilize your superior technical aptitude and deep understanding of Machine Learning and Natural...",Nothing_found
52,Advanced Analytics Consultant,Nmatrixx,"Los Angeles, CA","Knowledge of data conversion strategy, capturing data, creating source to target definitions for ETL/ data flow process, data quality and data base management....",Nothing_found
53,Chief Data Scientist,Funraise,"Long Beach, CA",See full job description here **Proof of your eligibility to work in the United States must be provided if selected for hire...,Nothing_found
54,Data Science Developer,KORNFERRY,"Los Angeles, CA",Develop interactive data visualizations that allow our clients to explore their own data. Korn Ferryâ€™s expanding team of data scientists plays an important role...,Nothing_found
55,Computer Vision - Research Scientist,nuTonomy,"Santa Monica, CA",Deep learning applied to images or video data. We are seeking highly talented Computer Vision Research Scientists focused on computer vision & machine learning...,Nothing_found
56,Research Analyst,"TrueCar, Inc.","Santa Monica, CA","Collect, manipulate and analyze large data sets from primary research, secondary data suppliers and internal sources....",Nothing_found
57,Senior Data Scientist,Hulu,"Santa Monica, CA",We are looking for data scientists who are passionate about using data to drive strategy and product recommendations....,Nothing_found
64,Product Data Analyst,Grindr,"Los Angeles, CA 90046",Integrate market research data with customer data to create stories and viewpoints that support sales opportunities and client business objectives....,Nothing_found
65,Senior Data Scientist,Factual,"Los Angeles, CA 90067","Willingness and ability to wrangle messy data. As a Data Scientist, you will have the opportunity to shape and influence the direction of our products and...",Nothing_found
66,Junior Research Analyst,Sinclair Broadcast Group,"Santa Monica, CA","Aid in analysis and storytelling using qualitative and quantitative data gathered using Nielsen, Ipsos, comScore, MRI and other data sources....",Nothing_found
67,Sr. Data Scientist - (relo to LA),Taboola,"Los Angeles, CA","Experience in collecting data from/exposing data to various data sources and services (API, JSON, XML)....",Nothing_found
68,Sr. Data Scientist,Taboola,"Los Angeles, CA","Experience in collecting data from/exposing data to various data sources and services (API, JSON, XML)....",Nothing_found
69,Sr. Data Scientist,tronc,"Los Angeles, CA",As a data scientist at tronc you will have the chance to develop data models from our rich news content that are viewed and read by nearly 100 million people a...,Nothing_found
70,Data Engineer,Classy,"Los Angeles, CA","Prefer individuals who have completed one or more self-led data science projects, from data aggregation to publishing text and visualizations (the more diverse...",Nothing_found
71,Junior Financial Analyst,BuzzFeed,"Los Angeles, CA 90036","We have offices in 19 cities around the world and more than 1500 employees including reporters, video producers, data scientists, engineers, brand strategists,...",Nothing_found
72,Associate,Mindshare,"Los Angeles, CA","Media Planners at Mindshare are part psychologists, part scientists, part artists, part entrepreneurs, and part politicians....",Nothing_found
78,Senior Data Scientist,Classy,"Los Angeles, CA",Weâ€™re looking for a data scientist who is a self-starter and has experience driving their own data science project....,Nothing_found
79,Research Scientist,USC,"Playa Vista, CA",Analyzes research data and provides interpretations. The opening is for a Research Scientist (with opportunity to become Research Assistant Professor in...,Nothing_found
80,Statistician,"First Capitol Consulting, Inc.","Los Angeles, CA",The Workforce Statistician is responsible for designing and presenting pay equity analysis to our clients. Be accountable for pay equity analysis by...,Nothing_found
81,Analyst - GAMMA,The Boston Consulting Group,"Los Angeles, CA","Scientific Modelers, together with Data Scientists, Data Engineers and Scientific Programmers, Data Visualization Specialists as well Geospatial Analysts, are...",Nothing_found
82,Sr. Data Scientist,SpaceX,"Hawthorne, CA","Perform exploratory data analysis, extract data from various sources, clean and aggregate data. The Data Science team is a new team in the Enterprise Data...",Nothing_found
83,"Quantitative Analyst, Health Research Microsimulation",USC,"Los Angeles, CA","Manages large data files. Experience with large administrative databases, survey data, claims data, electronic health records data Demonstrated creativity and...",Nothing_found
84,Scientist,Exponent,"Los Angeles, CA 90066","Providing case management, data processing, and other project support; Exponent's Human Factors Practice is seeking a Scientist for our Los Angeles, CA office....",Nothing_found
85,Postdoctoral Scientist (MRI research),CEDARS-SINAI,"Los Angeles, CA",The Cedars-Sinai Biomedical Imaging Research Institute is seeking a Postdoctoral Scientist to join Dr. Design novel acquisition and reconstruction techniques to...,Nothing_found
86,Research and Data Processing Analyst,Los Angeles Universal Preschool,"Los Angeles, CA","Coordinate, conduct, and oversee data collection, data entry and data cleaning and ensure quality control (e.g., surveys, direct assessment, observations,...",Nothing_found
87,Market Research Analyst,Rently,"Los Angeles, CA 90035",Rently.com's technology allows property managers to facilitate renter and vendor access without having to send a leasing agent out to the property. This is...,Nothing_found
93,Research Analyst,DCS Corp,"Los Angeles, CA",Perform human subjectâ€™s data collection. Develop protocol manuals and data collection instruments; This Research Analyst position will support and oversee...,Nothing_found
94,Research Analyst,BGC Partners,"Los Angeles, CA","Maintains the integrity of market data used in the research function, which includes overseeing data collection, data input/verification, and review....",Nothing_found
95,Learning Data Scientist,Age of Learning,"Glendale, CA 91203","Data Flow and Analysis. Facility in designing data structures to capture a consistent, scalable schema of data across digital learning contexts;...",Nothing_found
96,Staff Data Scientist,Intuit,"Woodland Hills, CA 91371",Intuit is looking for innovative and hands-on data scientists for the Global Risk and Compliance Decision Sciences team....,Nothing_found
97,Senior Data Scientist,BCG Digital Ventures,"Manhattan Beach, CA","Big Data and Fast Data (i.e.:. Build innovative data products (e.g., Artificial Intelligence, real-time services, such as personalization and commerce graphing...",Nothing_found
98,Senior NLP Data Scientist,Capital Group,"Los Angeles, CA 90071","Based in Irvine or Los Angeles, as a Senior Data Scientist, you will be experienced with and passionate about using data to drive business strategy, tactical...",Nothing_found
99,Research Analyst,GoodRx,"Santa Monica, CA",Organizing data analysis on GoodRx data for Research reports and analysis. Working with multiple teams within the organization to analyze complex business data....,Nothing_found
100,Research Scientist,EcoSense Lighting,"Los Angeles, CA 90017","We are seeking a Research Scientist with significant experience in machine learning, machine vision, natural language processing and spatial data....",Nothing_found
101,Market Research Analyst (Corporate and Political),Benenson Strategy Group,"Santa Monica, CA","They are creative, intellectually curious, and have an interest in translating data into actionable insights....",Nothing_found
102,Data Engineer (Scala),HIRECLOUT,"Los Angeles, CA","You will work closely with other platform engineers, product stakeholders, and data scientists. Data Engineer (All Levels)....",Nothing_found
108,Scientist I,Columbus Technologies and Services,"Pasadena, CA",Must be a US Citizen 4 month contract position W2 with full benefits Must be able to pass background check and drug screen == Job Description: To help...,Nothing_found
109,MS Expert Data Analytics Scientist - Business Intelligence,Allscripts,"Whittier, CA","Recommend methods to collect, analyse and manage data to improve data quality and effectiveness of data systems....",Nothing_found
110,Research Analyst,MDRC,"Los Angeles, CA","Disseminate results to policymakers, practitioners, and social scientists. Travel to research sites to work with staff and to collect and analyze quantitative...",Nothing_found
111,"RESEARCH ANALYST II, BEHAVIORAL SCIENCES",Los Angeles County Department of Human Resources,"Los Angeles, CA","Research experience working with Statistical Analysis Software (SAS) package, Microsoft ACCESS, and Microsoft Excel to import/export, manage large data sets...",Nothing_found
112,Financial Data Scientist,Verity Business Services,"Los Angeles, CA",The primary function of the data scientist is to automate current manual financial and operational reporting....,Nothing_found
113,Senior Data Scientist,Grindr,"Los Angeles, CA 90046",Experience building real-time data pipelines within high volume data environments. We have embedded analysts on the team - the Senior Data Scientist will be the...,Nothing_found
114,Senior Statistician,UCLA HEALTH,"Los Angeles, CA","Under the supervision of the Manager of the Data Analysis team, the incumbent will lead statistical analysis and supervise data managers and graduate student...",Nothing_found
115,Technical Data Analyst,Riot Games,"Los Angeles, CA","Collaborate with analysts and data scientists as a front line contact for Big Data to help them extract even more value from data, and to help the engineers set...",Nothing_found
116,Data Platform Engineer,Tala,"Santa Monica, CA","Mentor engineers, data scientists, and analysts on best practices and code efficiency. Develop and deploy platforms, services, abstractions, and frameworks that...",Nothing_found
117,Senior Data Scientist,Spokeo,"Pasadena, CA","Spokeo is seeking a Senior Data Scientist to join us in Pasadena, CA. As a Senior Data Scientist, you would have high visibility and opportunity to analyze and...",Nothing_found
123,Data Engineer,Retention Science,"Santa Monica, CA 90405",We are looking for passionate data engineers to scale out our platform and collaborate with data scientists to implement and improve our machine learning models...,Nothing_found
124,Senior Data Scientist â€“ Machine Learning,Internet Brands,"Los Angeles, CA",4+ years in a Data Scientist role. Is currently seeking a Senior Data Scientist â€“ Machine Learning who will help us discover the information hidden in vast...,Nothing_found
125,Vice President of Data Science,Futuredontics,"Los Angeles, CA 90045","Weâ€™re in pursuit of a data scientist / statistician to be part of our senior leadership team. Masterâ€™s-level degree or higher in Statistics, Machine Learning,...",Nothing_found
126,Research Analyst,SEIU United Healthcare Workers - West,"Los Angeles, CA","Position: Research Analyst Classification: Full-time, Exempt Position Summary : Our Research Department is responsible for providing strategic support for...",Nothing_found
127,Data Science Advisor - Energy Procurement,Southern California Edison,"Rosemead, CA","In-depth understanding of data analytics, data engineering, and data management processes. Develop procedures and data pipelines to extract and prepare large...",Nothing_found
128,Data Science Advisor - Energy Procurement,Edison International,"Rosemead, CA","In-depth understanding of data analytics, data engineering, and data management processes. Develop procedures and data pipelines to extract and prepare large...",Nothing_found
129,Spacecraft Data Analyst,The Aerospace Corporation,"El Segundo, CA 90245",Analyze data from spacecraft. Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world....,Nothing_found
130,Market Research Analyst,Kantar Millward Brown,"Los Angeles, CA","Craft compelling stories, working with your account lead to translate data into insights that address key client business issues....",Nothing_found
131,ISC - Data Scientist,Ipsos North America,"Culver City, CA","As a Data Scientist, you will:. Experience in analytics, extracting and surfacing value from quantitative data....",Nothing_found
132,Research Associate I (cancer and immunology),Sanford Burnham Prebys Medical Discovery Institute,"Los Angeles, CA","Work with a team of scientists to plan, execute and interpret protein production protocols, biophysical experiments, use of software to use structural data to...",Nothing_found
139,Deep Learning Scientist,Oben,"Pasadena, CA","Deep Learning Scientist. As a member of the deep learning team, you will design and develop deep learning algorithms for image recognition/retrieval/detection...",Nothing_found
141,Part Time Data Science Instructor,General Assembly,"Santa Monica, CA","Data visualization techniques; Data Science Instructor Overview. Manipulation of large data sets; You are eager to shape the skills, minds, and trajectories of...",Nothing_found
142,Principal Data Scientist,System1,"Venice, CA",System1 is an organization centered around data and data products. System1 is hiring a Principal Data Scientist!...,Nothing_found
143,Assessment Scientist,KORNFERRY,"Los Angeles, CA",Great at gleaning meaning from whatever data is available; Comfortable speculating about alternative futures without all of the data....,Nothing_found
144,"VP, Analytics/Modeling",Blackwood Seven,"Los Angeles, CA","Expert in Machine Learning, Data Mining, Predictive Modeling, Big Data. Mentor and manage a team of Data Scientists, Senior Analysts and Analysts....",Nothing_found
145,Project Scientist,CEDARS-SINAI,"Los Angeles, CA","Analyzes, interprets, summarizes and compiles data. Working independently but in close cooperation and in consultation with the Principal Investigator and other...",Nothing_found
146,Data Scientist / Senior Data Scientist,OpenX,"Pasadena, CA",Senior Data Scientist:. OpenX seeks a Data Scientist / Senior Data Scientist to be responsible for executing critical R&D projects on a petabyte-scale dataset....,Nothing_found
147,Machine Learning Scientist with Audio DSP background,Oben,"Pasadena, CA","Define data needs, evaluate data quality, perform and critique appropriate statistical analyses using software such as R, Python, SAS, MATLAB, and/or Splus....",Nothing_found
153,Senior Data Scientist,Dex YP,"Santa Monica, CA","Knowledge of NoSQL and Big Data. Knowledge of NoSQL, Hadoop and Big Data in general. Location - Virtual â€“ CA preferred, but open to anywhere in the US....",Nothing_found
203,Data Scientist - IMT,Azusa Pacific University,"Azusa, CA","Data warehouse or data mart. Advanced data analysis skills. Data modeling, preferably for a higher education institution....",Nothing_found
228,Software Engineer II - Machine Learning,Jet Propulsion Laboratory,"Pasadena, CA","Geospatial / space-based data, Natural Language Processing. Sklearn, scipy, Apache Big Data suite, openCV. Scientists, operations, decision makers and society...",Nothing_found
230,Scientific Writer I,Public Health Institute,"Monrovia, CA 91016",Assists the Research Coordinator in the development of the Data and Specimen Submission Schedule to ensure the specific requirements of the protocols as...,Nothing_found
259,Sr. Specialist â€“ Data Science,Sapient Global Markets,"Los Angeles, CA",Should be able to guide and direct a team of junior data scientists and data analysts. Understanding of data visualization patterns....,Nothing_found
260,Research Analyst,Athgo International,"Sherman Oaks, CA",The position requires quantitative and qualitative data analysis and reporting skills. The Research Analyst is responsible for designing and conducting analyses...,Nothing_found
261,Postdoctoral Scientist,CEDARS-SINAI,"Los Angeles, CA","Analyzes and interprets data. The Postdoctoral Scientist will work in Dr. The Postdoctoral Scientist will work independently, but in close cooperation and...",Nothing_found
262,Postdoctoral Scientist (Retinal Degeneration),CEDARS-SINAI,"Los Angeles, CA","The incumbent may develop, adapt, and implement new research techniques and protocols and will analyze and interpret data....",Nothing_found
263,Postdoctoral Scientist (BFG),CEDARS-SINAI,"Los Angeles, CA","Basic bioinformatics data analysis skills for the analysis of next generation sequencing data, such as R, LINUX and programming languages (Python), pedigree...",Nothing_found
264,Postdoctoral Scientist (Flow Cytometry),CEDARS-SINAI,"Los Angeles, CA",Analyzes and interprets data. The Flow Cytometry Core of Cedars-Sinai looking for a Postdoctoral Scientist to join its team....,Nothing_found
265,Post Doctoral Scientist,CEDARS-SINAI,"Los Angeles, CA","Analyzes and interprets data. The center has currently 4 faculty, 5 staff engaged in a wide range of statistical and bioinformatics research and collaborations...",Nothing_found
266,Staff Scientist,California Institute of Technology,"Pasadena, CA 91125",The Education Outreach Scientist serves as a scientific expert and participant in product and program development....,Nothing_found
273,Intern - Environmental Planning - Pasadena,Parsons Corporation,"Pasadena, CA 91124","Researches and gathers statistics and related data for periodic and/or special one-time reports. Currently enrolled in an Environmental or Urban Planning,...",Nothing_found
274,Sr Analyst National Market Research,Kaiser Permanente,"Burbank, CA","Some knowledge of data analysis software. Perform simple to moderately complex data analysis and manages & constructs databases (running cross tab analysis,...",Nothing_found
275,"Lead Data Scientist, Marketing (Aftershock)",Twentieth Century Fox,"Los Angeles, CA","The Lead Data Scientist, Marketing is responsible for the design and management of FoxNext Gamesâ€™ marketing optimization platform, which guides our media buying...",Nothing_found
276,Statistician I,Public Health Institute,"Monrovia, CA 91016","Computerized Data Management-Manipulate data records from a database management system, using appropriate data management computer software, to produce...",Nothing_found
277,Device Design Scientist,Emcore,"Alhambra, CA 91803",Device modeling and simulation as well as data analysis. EMCORE Corporation is seeking to fill the position of Device Design Scientist at our Wafer Fab facility...,Nothing_found
278,Research Analyst,The Expert Institute,"Los Angeles, CA 90067",Overview: The Expert Institute is a high growth tech start-up that has been disrupting the legal space since 2010. We are the fastest growing platform for...,Nothing_found
279,"Research Analyst, Institutional Planning and Research, Doheny Campus",Mount Saint Mary's University,"Los Angeles, CA","Troubleshooting and manipulating data; Good knowledge of applicable data privacy practices and laws. Provide data and analytic support for large scale, multi...",Nothing_found
280,Research Associate I,CEDARS-SINAI,"Los Angeles, CA","Participation in laboratory meetings, keeping laboratory notebooks, performing calculations, tabulating data, summarizing methods and results of related...",Nothing_found
281,Data Leadership,Riot Games,"Los Angeles, CA",The Data Discipline improves player experience through world class data processing and machine learning....,Nothing_found
282,"Sr Associate, Data Scientist AI",KPMG,"Los Angeles, CA 90071","KPMG is currently seeking a Data Scientist, NLP to join our Advanced Data Analytics team. Experience with command-line scripting, data structures and algorithms...",Nothing_found
288,"Associate, Equity Research Analyst",First Quadrant,"Pasadena, CA 91101",Proficiency using Compustat data sets; Demonstrated proficiency using Compustat data sets. Perform statistical and economic research using financial data to...,Nothing_found
289,"Senior Associate, Data Scientist",KPMG,"Los Angeles, CA 90071","Retrieve, process and prepare a rich data variety of data sources such as social media, news, internal/external documents, emails, financial data, and...",Nothing_found
290,"Director, Data Science",NBCUniversal,"Universal City, CA","Experience leading teams of data scientists or engineers. Driving the development of data models (i.e. Understanding of Big Data technologies (Cassandra, Spark,...",Nothing_found
291,Junior Market Research Analyst,Infocast Events,"Los Angeles, CA",Job Summary Infocast is currently seeking individuals to join our team to perform strategic business research and analysis in support of business events...,Nothing_found
292,Senior Data Scientist,LT,"Los Angeles, CA",The ideal candidate for this Senior Data Scientist position will have 5 years of experience working as a Data Scientist in an engineering company....,Nothing_found
293,Market Research Analyst,DJI,"Burbank, CA",Market Research Analyst Home Jobs Market Research Analyst Location Burbank Position Marketing Responsibilities: Research and analyze market conditions in...,Nothing_found
294,Lead Data Scientist,ZestFinance,"Los Angeles, CA","3+ years managing a team of data scientists. Lead a team of 10+ data scientists in developing high-quality, robust predictive algorithms....",Nothing_found
295,"Azure Media Data Scientist Architect, Applied Incubation, WW DSS",Microsoft,"Los Angeles, CA",Azure Media Data Scientist Architect. Enjoy creating compelling stories using data visualization. Work with data engineers to architect and develop operational...,Nothing_found
296,Research Scientist,Advanced Bionics,"Valencia, CA",Strong understanding of design of data acquisition systems and amplifiers for measurement of physiological systems....,Nothing_found
297,Scientist I,"Eurofins Eaton Analytical, Inc.","Monrovia, CA","Performing data process, data entry and written documentation. Scientist I responsibilities include, but are not limited to, the following :....",Nothing_found
302,Senior Data Scientist,Dex YP,"Santa Monica, CA","Knowledge of NoSQL and Big Data. Knowledge of NoSQL, Hadoop and Big Data in general. This position works as a senior member of a research engineering team...",Nothing_found
303,Data Scientist,"Ocean Media, LLC","Huntington Beach, CA 92647",The Data Scientist will demonstrate:. Strong attention to detail with the ability to scrutinize large data sets for data integrity and effectively identify and...,Nothing_found
304,Data Scientist,Hulu,"Santa Monica, CA",We are looking for data scientists who are passionate about using data to drive strategy and product recommendations....,Nothing_found
306,Senior Data Scientist,CareerMonks,"Los Angeles, CA","Qualifications: * Ph.D. degree in Computer Science, Statistics or related discipline, plus 2-4 years of relevant post-PhD work experience; * In lieu of a Ph.D....",Nothing_found
307,Data Scientist,Taboola,"Los Angeles, CA","Experience in collecting data from/exposing data to various data sources and services (API, JSON, XML). As a Sr....",Nothing_found
308,Data Scientist,Pray,"Los Angeles, CA",Weâ€™re looking for a Data Scientist to join the Pray app. Fluency in SQL or other big data querying languages....,Nothing_found
309,Data Scientist,Neural Analytics,"Los Angeles, CA 90064","Neural Analytics, a medical device company, is seeking a Data Scientist to support development of innovative, data-driven brain health diagnostics....",Nothing_found
311,Sr. Data Scientist,Taboola,"Los Angeles, CA","Experience in collecting data from/exposing data to various data sources and services (API, JSON, XML). As a Sr....",Nothing_found
312,Sr. Data Scientist,tronc,"Los Angeles, CA",We are looking for a Senior Data Scientist to join a newly formed data science and engineering team at tronc in our Los Angeles office. The teamâ€™s mission is to...,Nothing_found
313,Sr. Data Scientist,Veear Projects,"Los Angeles, CA","Our client is seeking for Sr.Data Scientist in Los Angeles, CA. Local candidates Preferred....",Nothing_found
314,Senior Biostatistician I,CEDARS-SINAI,"Los Angeles, CA","This may include advice on the design of questionnaires to ease data entry, designing of data screens, documentation, data formats, data dictionary, custom data...",Nothing_found
319,Researcher,Riot Games,"Los Angeles, CA","As a Researcher , youâ€™ll join the Insights discipline â€“ the group of researchers, analysts, data scientists, and strategists responsible for solving problems...",Nothing_found
322,Sr. Data Scientist,SpaceX,"Hawthorne, CA","Sr. Perform exploratory data analysis, extract data from various sources, clean and aggregate data. The Data Science team is a new team in the Enterprise Data...",Nothing_found
327,Sr. Data Scientist - (relo to LA),Taboola,"Los Angeles, CA","Experience in collecting data from/exposing data to various data sources and services (API, JSON, XML). As a Sr....",Nothing_found
335,Senior Data Scientist,Grindr,"Los Angeles, CA 90046",We have embedded analysts on the team - the Senior Data Scientist will be the subject matter expert and mentor for BI analysis and data scientists throughout...,Nothing_found
338,Sr. Data Scientist,The Aerospace Corporation,"El Segundo, CA 90245",The Computer Systems Research Department (CSRD) is seeking a Senior Data Scientist specializing in machine learning and data science systems....,Nothing_found
339,Vice President of Data Science,Futuredontics,"Los Angeles, CA 90045","Weâ€™re in pursuit of a data scientist / statistician to be part of our senior leadership team. Build relationships with senior management, business operators and...",Nothing_found
341,Sr Analyst National Market Research,Kaiser Permanente,"Burbank, CA",Some knowledge of data analysis software. Provide research support to Senior Leadership to help guide strategic & tactical decisions....,Nothing_found
348,"Sr Associate, Data Scientist/Statistics - Financial Services",KPMG,"Los Angeles, CA 90071","Machine learning, data visualization, statistical modeling, data mining, or information retrieval. A minimum of three years of professional experience working...",Nothing_found
350,Fraud Data Scientist,Stamps.com,"El Segundo, CA 90245","Reporting to the Sr. Analyze large data sets to identify behavior trends among good users and bad actors, using pattern recognition techniques that include...",Nothing_found
352,Senior Data Scientist,Dollar Shave Club,"Marina del Rey, CA 90292","Weâ€™re seeking a Senior Software Engineer who specializes in data pipelines, data exploration, statistical analysis, machine learning and other aspects of data...",Nothing_found
353,Senior Data Analytics Consultant,The Griffin Groupe Executive Search,"Los Angeles, CA",Senior Data Analytics Consultant*. The Senior Data Analyst of Audit Services Data Analytics will report to the Senior Manager of Data Analytics and...,Nothing_found
355,Senior Data Engineer,Clutter,"Los Angeles, CA","We are looking for a Senior Data Engineer to build our data pipelines, reliably move data across systems, and build the tools to empower our Analysts and Data...",Nothing_found
356,Senior Business Analyst,ZestFinance,"Los Angeles, CA",Work closely with a team of data scientists to build machine learning models against specific business objectives....,Nothing_found
357,Sr. Assoc Machine Learning Modeler / Data Scientist,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Nothing_found
363,Senior Statistical Programmer- REMOTE,PRA Health Sciences,"Santa Monica, CA","Liaises with other departments to properly implement data models (e.g. Provides input to the statistical analysis plan, table shells, data integration plans,...",Nothing_found
